parcel_num,Category,building_class,year,acres,sqft
249100052,Existing,warehouse/dry storage,1987,9,210000
249100061,Existing,light industrial,1980,4,99000
249100062,Existing,warehouse/dry storage,1986,3,77000
249110020,Existing,warehouse/dry storage,1980,4,101000
249110025,Existing,light industrial,1980,5,111000
249110030,Existing,light industrial,1980,5,109000
249110048,Existing,warehouse/dry storage,1986,3,60000
249110049,Existing,warehouse/dry storage,1986,3,76000
249120001,Existing,light industrial,1980,4,88000
249120019,Existing,light industrial,1985,4,85000
249130042,Existing,light industrial,1999,6,141000
249130044,Existing,light industrial,1990,5,110000
249130046,Existing,light industrial,1989,4,97000
249130048,Existing,light industrial,1999,4,93000
249140023,Existing,warehouse/dry storage,1980,1,32000
249140027,Existing,warehouse/dry storage,2016,2,39000
249140030,Existing,warehouse/dry storage,2017,4,108000
249140047,Existing,light industrial,2019,7,173000
249160016,Existing,warehouse/dry storage,1999,2,41000
249160022,Existing,warehouse/dry storage,1980,2,46000
250070020,Existing,warehouse/dry storage,1986,1,32000
250070023,Existing,warehouse/dry storage,1984,2,54000
"2501 E Orangethorpe Ave Fullerton, CA 92831",Existing,warehouse,1980,12,294000
2501-004-025,Existing,"Warehousing, Distribution, Storage",1996,2,42000
2501-005-009,Existing,"Warehousing, Distribution, Storage",1985,5,128000
2501-006-033,Existing,"Warehousing, Distribution, Storage",1981,2,49000
2501-006-043,Existing,"Warehousing, Distribution, Storage",1999,5,130000
250170035,Existing,warehouse/dry storage,1992,2,41000
2506-002-026,Existing,"Warehousing, Distribution, Storage",1980,3,64000
2506-003-010,Existing,"Warehousing, Distribution, Storage",1980,2,41000
2506-003-017,Existing,"Warehousing, Distribution, Storage",1980,4,94000
2506-010-012,Existing,"Warehousing, Distribution, Storage",1980,2,53000
2506-011-002,Existing,"Warehousing, Distribution, Storage",1980,1,32000
2506-011-006,Existing,"Warehousing, Distribution, Storage",1980,2,42000
2506-011-010,Existing,"Warehousing, Distribution, Storage",1980,2,39000
"250S Kraemer Blvd Brea, CA 92821",Existing,warehouse,1980,15,366000
2513-028-032,Existing,"Warehousing, Distribution, Storage",1985,2,59000
2514-002-048,Existing,"Warehousing, Distribution, Storage",1980,1,36000
2514-002-075,Existing,"Warehousing, Distribution, Storage",1987,3,69000
2514-002-086,Existing,"Warehousing, Distribution, Storage",1991,2,55000
2514-002-091,Existing,"Warehousing, Distribution, Storage",2014,2,50000
2514-008-020,Existing,"Warehousing, Distribution, Storage",1986,7,173000
2515-009-015,Existing,"Warehousing, Distribution, Storage",1981,3,69000
2515-023-026,Existing,"Warehousing, Distribution, Storage",1985,9,208000
2515-023-028,Existing,"Warehousing, Distribution, Storage",1980,2,41000
2519-022-047,Existing,"Warehousing, Distribution, Storage",2003,2,59000
2519-026-006,Existing,"Warehousing, Distribution, Storage",1986,2,46000
2519-026-015,Existing,"Warehousing, Distribution, Storage",1987,2,44000
2520-018-005,Existing,"Warehousing, Distribution, Storage",1980,1,33000
2523-003-005,Existing,"Warehousing, Distribution, Storage",1980,19,456000
2523-003-009,Existing,"Warehousing, Distribution, Storage",1980,19,456000
2523-004-047,Existing,"Warehousing, Distribution, Storage",1980,3,77000
2525-018-058,Existing,"Warehousing, Distribution, Storage",1980,2,48000
2525-018-061,Existing,"Warehousing, Distribution, Storage",1980,2,48000
2525-019-058,Existing,"Warehousing, Distribution, Storage",1980,3,83000
"2526S Birch St Santa Ana, CA 92707",Existing,warehouse,1980,10,240000
2527-012-008,Existing,"Warehousing, Distribution, Storage",1980,1,34000
2527-012-014,Existing,"Warehousing, Distribution, Storage",1980,2,36000
2527-022-031,Existing,"Warehousing, Distribution, Storage",1985,5,109000
2527-022-032,Existing,"Warehousing, Distribution, Storage",1986,4,107000
2527-022-033,Existing,"Warehousing, Distribution, Storage",1987,2,49000
2527-022-034,Existing,"Warehousing, Distribution, Storage",1987,2,44000
2527-022-072,Existing,"Warehousing, Distribution, Storage",2001,2,37000
2528-007-013,Existing,"Warehousing, Distribution, Storage",1985,3,79000
2528-007-019,Existing,"Warehousing, Distribution, Storage",1980,3,61000
2528-010-021,Existing,"Warehousing, Distribution, Storage",1995,1,31000
2528-010-022,Existing,"Warehousing, Distribution, Storage",1980,1,31000
2528-012-039,Existing,"Warehousing, Distribution, Storage",1980,2,44000
2528-012-045,Existing,"Warehousing, Distribution, Storage",1988,4,106000
2534-002-030,Existing,"Warehousing, Distribution, Storage",1983,4,101000
2534-002-031,Existing,"Warehousing, Distribution, Storage",1985,2,56000
2536-016-007,Existing,"Warehousing, Distribution, Storage",1980,1,29000
2536-016-009,Existing,"Warehousing, Distribution, Storage",1980,11,255000
2536-016-014,Existing,"Warehousing, Distribution, Storage",1989,3,74000
2537-001-028,Existing,"Warehousing, Distribution, Storage",1987,2,37000
2537-003-044,Existing,"Warehousing, Distribution, Storage",1989,2,56000
2537-003-048,Existing,"Warehousing, Distribution, Storage",1980,2,59000
2537-003-049,Existing,"Warehousing, Distribution, Storage",1998,2,41000
2537-005-014,Existing,"Warehousing, Distribution, Storage",1990,3,64000
2537-014-035,Existing,"Warehousing, Distribution, Storage",1980,1,31000
2537-014-044,Existing,"Warehousing, Distribution, Storage",1980,3,71000
2537-014-047,Existing,"Warehousing, Distribution, Storage",1980,2,59000
2537-014-049,Existing,"Warehousing, Distribution, Storage",1988,2,41000
2537-014-050,Existing,"Warehousing, Distribution, Storage",1980,2,41000
2537-015-052,Existing,"Warehousing, Distribution, Storage",1980,1,30000
2537-017-065,Existing,"Warehousing, Distribution, Storage",2009,2,46000
2537-018-029,Existing,"Warehousing, Distribution, Storage",1980,5,119000
2537-023-028,Existing,"Warehousing, Distribution, Storage",1986,1,33000
2538-002-015,Existing,"Warehousing, Distribution, Storage",1980,2,56000
2538-002-046,Existing,"Warehousing, Distribution, Storage",1980,8,196000
2538-011-021,Existing,"Warehousing, Distribution, Storage",2017,4,96000
2538-011-022,Existing,"Warehousing, Distribution, Storage",2017,11,264000
2538-012-014,Existing,"Warehousing, Distribution, Storage",1990,4,90000
2538-012-015,Existing,"Warehousing, Distribution, Storage",1990,5,124000
2538-021-015,Existing,"Warehousing, Distribution, Storage",1980,5,119000
"25392 Commercentre Dr Lake Forest, CA 92630",Existing,warehouse,1980,11,262000
2546-001-189,Existing,"Warehousing, Distribution, Storage",1987,2,52000
255120014,Existing,warehouse/dry storage,2002,6,152000
255120021,Existing,warehouse/dry storage,2002,5,114000
255120026,Existing,warehouse/dry storage,2001,5,112000
255120027,Existing,light industrial,1998,6,133000
255120031,Existing,light industrial,1999,6,135000
255120033,Existing,light industrial,2000,4,103000
255120034,Existing,light industrial,2001,6,139000
255120036,Existing,light industrial,2009,13,304000
255120038,Existing,light industrial,2005,10,249000
257020019,Existing,light industrial,1999,9,221000
257020021,Existing,light industrial,2007,7,172000
257020027,Existing,warehouse/dry storage,2001,4,98000
257020028,Existing,warehouse/dry storage,2003,4,92000
257020036,Existing,light industrial,2003,7,174000
257020047,Existing,light industrial,2003,5,114000
257020050,Existing,light industrial,2006,4,107000
257020051,Existing,light industrial,2006,5,115000
257020054,Existing,light industrial,2011,17,397000
257030036,Existing,light industrial,2004,14,342000
257040024,Existing,warehouse/dry storage,2020,36,854000
257040025,Existing,warehouse/mega,2020,14,328000
257050027,Existing,ct-light industrial,2008,9,227000
257050030,Existing,warehouse/mega,2021,15,370000
257060019,Existing,warehouse/dry storage,1983,3,79000
257100036,Existing,light industrial,2008,11,252000
257110010,Existing,light industrial,2008,6,151000
2572-009-033,Existing,"Warehousing, Distribution, Storage",1989,3,78000
257240001,Existing,light industrial,2007,5,124000
257240002,Existing,light industrial,2007,8,199000
257240005,Existing,light industrial,2005,8,183000
"25862 Commercentre Dr Lake Forest, CA 92630",Existing,warehouse,1980,23,547000
"25892 Towne Centre Dr Foothill Ranch, CA 92610",Existing,warehouse,1980,4,91000
"25952 Commercentre Dr Lake Forest, CA 92630",Existing,warehouse,1980,23,547000
"2601S Garnsey St Santa Ana, CA 92707",Existing,warehouse,1980,7,177000
2603-006-031,Existing,"Warehousing, Distribution, Storage",1997,9,207000
2603-007-026,Existing,"Warehousing, Distribution, Storage",1999,6,145000
2603-007-031,Existing,"Warehousing, Distribution, Storage",1999,7,171000
2603-007-035,Existing,"Warehousing, Distribution, Storage",2002,3,63000
2603-007-036,Existing,"Warehousing, Distribution, Storage",2001,3,67000
2603-009-043,Existing,"Warehousing, Distribution, Storage",2004,2,57000
2603-025-022,Existing,"Warehousing, Distribution, Storage",2006,2,39000
2603-025-028,Existing,"Warehousing, Distribution, Storage",2001,10,246000
2604-002-022,Existing,"Warehousing, Distribution, Storage",1984,1,31000
2604-002-039,Existing,"Warehousing, Distribution, Storage",1992,2,47000
2604-002-040,Existing,"Warehousing, Distribution, Storage",1989,2,50000
2604-002-048,Existing,"Warehousing, Distribution, Storage",1988,7,157000
2604-002-049,Existing,"Warehousing, Distribution, Storage",1989,7,165000
2604-002-051,Existing,"Warehousing, Distribution, Storage",1991,4,85000
2604-002-059,Existing,"Warehousing, Distribution, Storage",2011,7,172000
2604-002-060,Existing,"Warehousing, Distribution, Storage",2007,13,315000
2604-035-014,Existing,"Warehousing, Distribution, Storage",1991,2,56000
2604-035-024,Existing,"Warehousing, Distribution, Storage",2003,1,31000
2613-025-053,Existing,"Warehousing, Distribution, Storage",1983,3,61000
2616-010-018,Existing,"Warehousing, Distribution, Storage",1986,2,56000
2616-019-058,Existing,"Warehousing, Distribution, Storage",1985,1,31000
2621-029-012,Existing,"Warehousing, Distribution, Storage",1980,2,41000
2629-001-010,Existing,"Warehousing, Distribution, Storage",2012,34,815000
2629-002-007,Existing,"Warehousing, Distribution, Storage",1991,2,43000
2629-003-029,Existing,"Warehousing, Distribution, Storage",1983,4,101000
2629-006-005,Existing,"Warehousing, Distribution, Storage",1980,8,186000
2629-006-008,Existing,"Warehousing, Distribution, Storage",1980,3,79000
2629-027-067,Existing,"Warehousing, Distribution, Storage",1980,5,124000
263020053,Existing,warehouse/dry storage,2015,8,193000
263020066,Existing,warehouse/dry storage,1980,45,1067000
263020081,Existing,light industrial,2016,3,65000
263020082,Existing,light industrial,1980,2,57000
263020083,Existing,light industrial,2016,3,63000
263020084,Existing,light industrial,2016,3,62000
263021001,Existing,light industrial,2019,18,435000
263021003,Existing,warehouse/mega,2019,48,1141000
263050080,Existing,light industrial,1980,11,256000
263050081,Existing,light industrial,2007,7,170000
263050084,Existing,warehouse/dry storage,2017,30,721000
263050085,Existing,ct-light industrial,1989,30,727000
263060041,Existing,light industrial,2014,30,722000
263060044,Existing,light industrial,2018,6,137000
263070029,Existing,light industrial,1986,6,152000
263070054,Existing,light industrial,2003,24,578000
263070055,Existing,light industrial,2003,21,501000
263070064,Existing,light industrial,2007,18,435000
263070065,Existing,light industrial,1980,20,490000
263070066,Existing,ct-light industrial,2007,4,92000
263070068,Existing,light industrial,1980,7,160000
263080023,Existing,warehouse/dry storage,2017,6,155000
2631-001-034,Existing,"Warehousing, Distribution, Storage",1998,2,36000
2631-003-029,Existing,"Warehousing, Distribution, Storage",1980,1,33000
2631-034-025,Existing,"Warehousing, Distribution, Storage",1986,1,33000
2632-023-051,Existing,"Warehousing, Distribution, Storage",1980,1,34000
2632-023-059,Existing,"Warehousing, Distribution, Storage",1990,2,49000
2632-023-060,Existing,"Warehousing, Distribution, Storage",1980,4,105000
2632-026-016,Existing,"Warehousing, Distribution, Storage",1980,1,34000
2632-026-019,Existing,"Warehousing, Distribution, Storage",2002,5,128000
263240046,Existing,light industrial,2008,12,296000
263240047,Existing,warehouse/mega,1980,29,685000
263240049,Existing,warehouse/dry storage,1980,3,81000
263250044,Existing,warehouse/dry storage,2005,5,121000
263250053,Existing,light industrial,2006,4,102000
263250054,Existing,light industrial,2006,8,192000
263250056,Existing,light industrial,2005,4,97000
263250057,Existing,light industrial,2006,3,83000
263250075,Existing,warehouse/dry storage,2017,6,147000
263280063,Existing,light industrial,2006,8,183000
263280064,Existing,light industrial,2005,6,132000
263280065,Existing,light industrial,1980,7,166000
263280067,Existing,light industrial,2007,20,473000
263280078,Existing,warehouse/dry storage,2008,18,425000
263280079,Existing,warehouse/dry storage,2007,17,419000
263290066,Existing,light industrial,2006,4,92000
263290070,Existing,warehouse/dry storage,2007,16,392000
263290071,Existing,light industrial,2007,19,452000
263290072,Existing,light industrial,1980,5,125000
263290078,Existing,ct-light industrial,2007,11,257000
263310015,Existing,ct-warehouse/dry storage,1994,44,1064000
263320013,Existing,ct-warehouse/dry storage,1994,36,860000
263320016,Existing,light industrial,2006,4,106000
263320025,Existing,light industrial,2005,5,125000
263320026,Existing,light industrial,2005,3,82000
263320027,Existing,light industrial,1980,10,229000
2640-016-028,Existing,"Warehousing, Distribution, Storage",2002,2,39000
"2650 Orbiter St Brea, CA 92821",Existing,warehouse,1980,6,150000
2650-021-003,Existing,"Warehousing, Distribution, Storage",1980,2,50000
2653-017-060,Existing,"Warehousing, Distribution, Storage",1987,2,60000
2664-004-003,Existing,"Warehousing, Distribution, Storage",1980,3,74000
2664-014-035,Existing,"Warehousing, Distribution, Storage",1980,1,35000
2664-014-038,Existing,"Warehousing, Distribution, Storage",1986,1,31000
2664-022-031,Existing,"Warehousing, Distribution, Storage",1980,5,117000
2673-013-032,Existing,"Warehousing, Distribution, Storage",1980,2,46000
2673-022-050,Existing,"Warehousing, Distribution, Storage",1980,5,117000
2685-007-017,Existing,"Warehousing, Distribution, Storage",2003,2,46000
2689-011-020,Existing,"Warehousing, Distribution, Storage",1980,1,29000
2689-013-032,Existing,"Warehousing, Distribution, Storage",1998,13,306000
"26972 Burbank Ave Foothill Ranch, CA 92610",Existing,warehouse,1980,12,294000
"2700S Fairview St Santa Ana, CA 92704",Existing,warehouse,1980,7,156000
"2701 E Imperial Hwy Brea, CA 92821",Existing,warehouse,1980,7,160000
"2701 S Harbor Blvd Santa Ana, CA 92704",Existing,warehouse,1980,20,484000
2715-012-043,Existing,"Warehousing, Distribution, Storage",1985,3,64000
"2721 Michelle Dr Tustin, CA 92780",Existing,warehouse,1980,7,177000
2746-002-002,Existing,"Warehousing, Distribution, Storage",1980,2,47000
2746-003-020,Existing,"Warehousing, Distribution, Storage",1986,2,58000
2746-004-007,Existing,"Warehousing, Distribution, Storage",1980,5,123000
2746-005-004,Existing,"Warehousing, Distribution, Storage",1983,2,48000
2746-006-026,Existing,"Warehousing, Distribution, Storage",1984,1,33000
2746-007-022,Existing,"Warehousing, Distribution, Storage",1980,2,41000
2746-009-032,Existing,"Warehousing, Distribution, Storage",1985,1,30000
2746-009-044,Existing,"Warehousing, Distribution, Storage",2011,1,36000
2746-010-001,Existing,"Warehousing, Distribution, Storage",1988,2,53000
2746-010-002,Existing,"Warehousing, Distribution, Storage",1980,2,54000
2746-010-020,Existing,"Warehousing, Distribution, Storage",1986,3,82000
2746-010-035,Existing,"Warehousing, Distribution, Storage",1980,3,62000
2746-010-049,Existing,"Warehousing, Distribution, Storage",1988,2,50000
2746-011-007,Existing,"Warehousing, Distribution, Storage",1996,4,88000
2746-012-038,Existing,"Warehousing, Distribution, Storage",1986,2,53000
2746-012-039,Existing,"Warehousing, Distribution, Storage",2005,2,59000
2746-013-003,Existing,"Warehousing, Distribution, Storage",1980,2,56000
2746-013-017,Existing,"Warehousing, Distribution, Storage",1984,2,44000
2746-013-021,Existing,"Warehousing, Distribution, Storage",1987,4,108000
2746-013-034,Existing,"Warehousing, Distribution, Storage",1989,2,59000
2746-013-035,Existing,"Warehousing, Distribution, Storage",1989,2,48000
2746-014-023,Existing,"Warehousing, Distribution, Storage",1985,2,47000
2746-014-039,Existing,"Warehousing, Distribution, Storage",1997,2,57000
2746-014-040,Existing,"Warehousing, Distribution, Storage",1988,2,44000
2746-015-013,Existing,"Warehousing, Distribution, Storage",1980,7,177000
2746-016-016,Existing,"Warehousing, Distribution, Storage",1980,2,50000
2746-016-044,Existing,"Warehousing, Distribution, Storage",1980,2,49000
2746-016-048,Existing,"Warehousing, Distribution, Storage",1980,2,49000
2746-016-050,Existing,"Warehousing, Distribution, Storage",1981,2,50000
2746-017-021,Existing,"Warehousing, Distribution, Storage",1987,1,31000
2746-017-034,Existing,"Warehousing, Distribution, Storage",1987,1,31000
2747-025-038,Existing,"Warehousing, Distribution, Storage",2004,3,76000
2747-025-800,Existing,"Warehousing, Distribution, Storage",1980,3,60000
2748-002-067,Existing,"Warehousing, Distribution, Storage",1986,2,37000
2748-004-057,Existing,"Warehousing, Distribution, Storage",1980,4,104000
2748-005-049,Existing,"Warehousing, Distribution, Storage",2006,3,65000
2748-022-078,Existing,"Warehousing, Distribution, Storage",1980,2,36000
2748-038-030,Existing,"Warehousing, Distribution, Storage",1980,5,111000
"2750 Orbiter St Brea, CA 92821",Existing,warehouse,1980,5,115000
"2750 W Moore Ave Fullerton, CA 92833",Existing,warehouse,1980,10,231000
2761-001-054,Existing,"Warehousing, Distribution, Storage",1981,1,32000
2761-001-066,Existing,"Warehousing, Distribution, Storage",1982,2,52000
2761-001-092,Existing,"Warehousing, Distribution, Storage",2009,9,213000
2761-001-095,Existing,"Warehousing, Distribution, Storage",1980,23,552000
2761-001-812,Existing,"Warehousing, Distribution, Storage",1980,1,35000
2761-036-037,Existing,"Warehousing, Distribution, Storage",1998,4,105000
2770-013-003,Existing,"Warehousing, Distribution, Storage",1980,3,60000
2770-018-018,Existing,"Warehousing, Distribution, Storage",1991,3,73000
2779-047-020,Existing,"Warehousing, Distribution, Storage",1999,8,182000
2780-001-060,Existing,"Warehousing, Distribution, Storage",2015,1,29000
2780-001-062,Existing,"Warehousing, Distribution, Storage",2015,1,30000
2780-001-063,Existing,"Warehousing, Distribution, Storage",2015,2,36000
2782-037-027,Existing,"Warehousing, Distribution, Storage",2006,7,177000
2782-037-033,Existing,"Warehousing, Distribution, Storage",2006,7,177000
2783-028-047,Existing,"Warehousing, Distribution, Storage",2004,1,35000
2784-003-053,Existing,"Warehousing, Distribution, Storage",1986,2,59000
2786-001-033,Existing,"Warehousing, Distribution, Storage",1980,1,32000
2786-001-034,Existing,"Warehousing, Distribution, Storage",1992,2,57000
279061002,Existing,light industrial,1980,5,127000
279140023,Existing,light industrial,2022,10,230000
279140024,Existing,light industrial,2022,4,98000
279140029,Existing,light industrial,2022,5,117000
279140030,Existing,light industrial,2022,5,112000
279140031,Existing,light industrial,2022,12,283000
279140032,Existing,light industrial,2022,4,94000
279140033,Existing,light industrial,2022,6,133000
279140034,Existing,light industrial,1980,11,271000
279140035,Existing,light industrial,1980,7,161000
279460006,Existing,light industrial,1990,10,246000
279460058,Existing,light industrial,2007,15,366000
279470009,Existing,light industrial,2018,4,86000
279530028,Existing,light industrial,1990,7,161000
279530030,Existing,light industrial,1980,11,257000
279530036,Existing,warehouse/dry storage,1980,2,46000
279530037,Existing,warehouse/dry storage,1980,4,102000
279530039,Existing,warehouse/dry storage,1980,3,80000
279530041,Existing,warehouse/dry storage,1980,3,75000
279530043,Existing,warehouse/dry storage,1980,3,73000
279530046,Existing,warehouse/dry storage,1980,2,54000
279530048,Existing,warehouse/dry storage,2006,7,158000
"2801S Yale St Santa Ana, CA 92704",Existing,warehouse,1980,8,189000
2805-001-037,Existing,"Warehousing, Distribution, Storage",2002,4,86000
2805-015-013,Existing,"Warehousing, Distribution, Storage",1980,2,37000
2805-016-004,Existing,"Warehousing, Distribution, Storage",1980,2,44000
2805-016-005,Existing,"Warehousing, Distribution, Storage",1987,2,45000
2805-016-006,Existing,"Warehousing, Distribution, Storage",1984,2,44000
2805-017-024,Existing,"Warehousing, Distribution, Storage",2000,2,39000
2805-018-016,Existing,"Warehousing, Distribution, Storage",1980,1,32000
2810-043-058,Existing,"Warehousing, Distribution, Storage",1997,3,70000
2810-043-147,Existing,"Warehousing, Distribution, Storage",2005,5,114000
2811-001-093,Existing,"Warehousing, Distribution, Storage",1992,4,91000
2811-002-067,Existing,"Warehousing, Distribution, Storage",2000,6,136000
2811-003-004,Existing,"Warehousing, Distribution, Storage",1981,2,52000
2811-027-005,Existing,"Warehousing, Distribution, Storage",1980,1,32000
2811-027-007,Existing,"Warehousing, Distribution, Storage",1989,1,32000
2811-027-046,Existing,"Warehousing, Distribution, Storage",1990,3,62000
2811-068-035,Existing,"Warehousing, Distribution, Storage",2004,2,52000
2811-068-036,Existing,"Warehousing, Distribution, Storage",2001,11,268000
"2811S Harbor Blvd Santa Ana, CA 92704",Existing,warehouse,1980,6,135000
"2815 Warner Ave Irvine, CA 92606",Existing,warehouse,1980,6,148000
282122020,Existing,warehouse/dry storage,1986,3,69000
282140028,Existing,light industrial,2018,9,221000
282160024,Existing,warehouse/dry storage,2007,2,52000
282160025,Existing,light industrial,1980,29,689000
2825-012-011,Existing,"Warehousing, Distribution, Storage",1980,24,565000
2826-004-043,Existing,"Warehousing, Distribution, Storage",1980,67,1595000
2826-023-023,Existing,"Warehousing, Distribution, Storage",2018,2,57000
2826-025-907,Existing,"Warehousing, Distribution, Storage",1980,12,284000
2827-002-036,Existing,"Warehousing, Distribution, Storage",1980,1,30000
2827-052-002,Existing,"Warehousing, Distribution, Storage",2019,9,219000
2827-052-012,Existing,"Warehousing, Distribution, Storage",2019,4,108000
2827-052-014,Existing,"Warehousing, Distribution, Storage",2019,14,346000
2827-053-003,Existing,"Warehousing, Distribution, Storage",2020,6,151000
2827-053-004,Existing,"Warehousing, Distribution, Storage",2020,9,220000
2827-053-022,Existing,"Warehousing, Distribution, Storage",2020,4,101000
"2830 Orbiter St Brea, CA 92821",Existing,warehouse,1980,7,158000
2831-011-904,Existing,"Warehousing, Distribution, Storage",1980,4,105000
2831-026-914,Existing,"Warehousing, Distribution, Storage",1980,2,37000
283100055,Existing,light industrial,1999,14,326000
283100056,Existing,light industrial,2000,10,239000
283100057,Existing,light industrial,1980,4,107000
283110051,Existing,light industrial,2017,14,338000
283110059,Existing,light industrial,2001,4,87000
283160046,Existing,light industrial,1980,26,626000
283180021,Existing,light industrial,1980,9,220000
2833-005-024,Existing,"Warehousing, Distribution, Storage",1980,3,81000
2833-043-008,Existing,"Warehousing, Distribution, Storage",1999,3,79000
283440015,Existing,warehouse/dry storage,2003,4,102000
2836-006-040,Existing,"Warehousing, Distribution, Storage",1980,38,919000
2836-007-042,Existing,"Warehousing, Distribution, Storage",1980,9,216000
2836-009-049,Existing,"Warehousing, Distribution, Storage",1995,9,211000
2836-009-061,Existing,"Warehousing, Distribution, Storage",1999,3,79000
2836-015-021,Existing,"Warehousing, Distribution, Storage",1986,2,58000
2836-015-024,Existing,"Warehousing, Distribution, Storage",1980,4,96000
2836-015-026,Existing,"Warehousing, Distribution, Storage",1980,2,43000
2836-015-901,Existing,"Warehousing, Distribution, Storage",1980,3,73000
2836-015-902,Existing,"Warehousing, Distribution, Storage",1980,3,60000
2836-015-903,Existing,"Warehousing, Distribution, Storage",1980,3,77000
2836-015-904,Existing,"Warehousing, Distribution, Storage",1980,3,80000
2836-015-905,Existing,"Warehousing, Distribution, Storage",1980,4,99000
2836-015-909,Existing,"Warehousing, Distribution, Storage",1980,2,45000
2836-017-027,Existing,"Warehousing, Distribution, Storage",1989,2,40000
2836-017-058,Existing,"Warehousing, Distribution, Storage",2004,4,107000
2836-066-016,Existing,"Warehousing, Distribution, Storage",1988,5,120000
2836-066-025,Existing,"Warehousing, Distribution, Storage",2003,2,40000
2836-066-026,Existing,"Warehousing, Distribution, Storage",2002,1,29000
2836-066-033,Existing,"Warehousing, Distribution, Storage",2004,12,276000
2836-066-035,Existing,"Warehousing, Distribution, Storage",2005,3,79000
2836-066-040,Existing,"Warehousing, Distribution, Storage",2001,2,45000
2836-066-042,Existing,"Warehousing, Distribution, Storage",2002,1,35000
2836-068-005,Existing,"Warehousing, Distribution, Storage",2004,2,53000
2836-068-006,Existing,"Warehousing, Distribution, Storage",2004,2,47000
2836-069-017,Existing,"Warehousing, Distribution, Storage",2006,2,48000
2836-069-020,Existing,"Warehousing, Distribution, Storage",2004,2,36000
2836-069-022,Existing,"Warehousing, Distribution, Storage",2006,1,29000
2836-069-024,Existing,"Warehousing, Distribution, Storage",2006,3,67000
2836-071-011,Existing,"Warehousing, Distribution, Storage",2005,2,38000
2836-071-013,Existing,"Warehousing, Distribution, Storage",2005,4,88000
2839-002-035,Existing,"Warehousing, Distribution, Storage",1980,4,103000
2839-002-036,Existing,"Warehousing, Distribution, Storage",1989,3,61000
2839-004-036,Existing,"Warehousing, Distribution, Storage",1989,6,145000
2840-007-029,Existing,"Warehousing, Distribution, Storage",2002,9,220000
2840-007-902,Existing,"Warehousing, Distribution, Storage",1980,23,544000
2842-026-047,Existing,"Warehousing, Distribution, Storage",2002,13,305000
2844-023-023,Existing,"Warehousing, Distribution, Storage",1984,3,80000
2859-001-036,Existing,"Warehousing, Distribution, Storage",1998,3,62000
2859-001-037,Existing,"Warehousing, Distribution, Storage",1990,1,31000
2861-001-117,Existing,"Warehousing, Distribution, Storage",2003,3,74000
2864-003-017,Existing,"Warehousing, Distribution, Storage",1999,1,33000
2865-001-008,Existing,"Warehousing, Distribution, Storage",2001,4,92000
2865-002-001,Existing,"Warehousing, Distribution, Storage",1997,2,58000
2865-008-044,Existing,"Warehousing, Distribution, Storage",1980,1,32000
2866-008-001,Existing,"Warehousing, Distribution, Storage",1980,3,64000
2866-008-009,Existing,"Warehousing, Distribution, Storage",1980,3,71000
2866-008-021,Existing,"Warehousing, Distribution, Storage",1991,3,63000
2866-008-027,Existing,"Warehousing, Distribution, Storage",1983,3,64000
2866-008-028,Existing,"Warehousing, Distribution, Storage",1980,5,130000
2866-009-015,Existing,"Warehousing, Distribution, Storage",1980,4,99000
2866-009-016,Existing,"Warehousing, Distribution, Storage",1980,2,59000
2866-009-042,Existing,"Warehousing, Distribution, Storage",1980,2,40000
2866-010-004,Existing,"Warehousing, Distribution, Storage",1980,4,101000
2866-010-005,Existing,"Warehousing, Distribution, Storage",1981,3,66000
2866-010-007,Existing,"Warehousing, Distribution, Storage",1980,1,34000
2866-010-008,Existing,"Warehousing, Distribution, Storage",1980,2,37000
2866-011-010,Existing,"Warehousing, Distribution, Storage",1984,3,68000
2866-012-009,Existing,"Warehousing, Distribution, Storage",1986,2,48000
2866-012-054,Existing,"Warehousing, Distribution, Storage",1985,2,54000
2866-013-046,Existing,"Warehousing, Distribution, Storage",1980,2,52000
2866-013-080,Existing,"Warehousing, Distribution, Storage",1998,2,41000
2866-013-085,Existing,"Warehousing, Distribution, Storage",1998,2,51000
2866-013-096,Existing,"Warehousing, Distribution, Storage",1985,3,68000
2866-013-097,Existing,"Warehousing, Distribution, Storage",1985,2,50000
2866-013-101,Existing,"Warehousing, Distribution, Storage",1985,6,142000
2866-013-104,Existing,"Warehousing, Distribution, Storage",1990,2,51000
2866-013-106,Existing,"Warehousing, Distribution, Storage",1987,6,135000
2866-018-002,Existing,"Warehousing, Distribution, Storage",1988,2,41000
2866-018-003,Existing,"Warehousing, Distribution, Storage",1986,1,29000
2866-018-032,Existing,"Warehousing, Distribution, Storage",1987,1,36000
2866-018-039,Existing,"Warehousing, Distribution, Storage",1987,2,46000
2866-018-058,Existing,"Warehousing, Distribution, Storage",1986,1,31000
2866-018-062,Existing,"Warehousing, Distribution, Storage",1987,2,55000
2866-018-082,Existing,"Warehousing, Distribution, Storage",1987,7,161000
2866-018-094,Existing,"Warehousing, Distribution, Storage",1986,2,56000
2866-018-099,Existing,"Warehousing, Distribution, Storage",1980,4,86000
2866-018-100,Existing,"Warehousing, Distribution, Storage",1980,2,58000
2866-018-101,Existing,"Warehousing, Distribution, Storage",1988,3,72000
2866-018-112,Existing,"Warehousing, Distribution, Storage",1988,4,100000
2866-018-120,Existing,"Warehousing, Distribution, Storage",1990,2,55000
2866-018-147,Existing,"Warehousing, Distribution, Storage",1986,1,32000
